Salary,Assets,ExistingLoans,CreditScore,NumAccounts,PropertyOwnership,VoterRegistration,TotalIncome,Creditworthy,Fraud
17076,46212,3,611,3,Owns Property,Registered,22701,1,0
61837,40046,0,674,3,Rents Property,Registered,66715,1,0
64974,29629,3,677,3,Owns Property,Registered,67475,0,0
106357,38302,2,629,1,Rents Property,Registered,115245,0,0
4641,50478,4,679,2,Owns Property,Registered,9463,0,0
99244,48635,4,703,1,Owns Property,Registered,107550,0,0
68749,64861,0,708,3,Owns Property,Registered,72560,0,0
129360,44648,1,614,3,Owns Property,Registered,133519,0,0
28657,16730,2,567,3,Rents Property,Registered,32557,1,0
37287,65112,0,680,1,Owns Property,Registered,42592,0,0
114143,73747,1,639,1,Owns Property,Registered,119071,0,0
86358,24007,4,652,2,Owns Property,Registered,92675,1,0
43867,60315,0,654,1,Owns Property,Registered,48387,0,0
26595,76693,4,626,2,Owns Property,Not Registered,32297,1,0
99435,41179,4,743,1,Rents Property,Registered,105463,0,0
77776,56352,1,664,2,Rents Property,Registered,79844,0,0
80252,57265,0,669,3,Rents Property,Registered,83010,1,0
102162,46254,4,652,2,Owns Property,Not Registered,104642,1,0
29695,75049,4,696,2,Rents Property,Not Registered,36011,0,0
56350,36297,0,600,3,Owns Property,Registered,63581,1,0
68027,90215,4,620,2,Rents Property,Not Registered,72039,0,0
28023,85978,1,652,1,Rents Property,Not Registered,34120,0,0
30769,53461,4,704,1,Rents Property,Registered,34802,1,0
36901,93950,1,656,2,Owns Property,Registered,43200,0,0
93371,44547,3,608,3,Owns Property,Registered,104214,1,0
44907,31358,4,721,1,Owns Property,Registered,53018,0,0
82354,63218,3,613,3,Owns Property,Registered,90044,0,0
184468,62096,0,655,3,Rents Property,Registered,193050,0,0
16444,47785,3,637,3,Owns Property,Registered,22481,1,0
153832,74814,4,650,3,Owns Property,Registered,161077,1,0
72590,40662,2,595,1,Owns Property,Registered,76564,1,0
18821,73886,0,671,1,Owns Property,Registered,25267,0,0
47086,55521,0,679,2,Rents Property,Registered,50205,0,0
46166,55583,2,676,3,Rents Property,Registered,54238,1,0
17574,47261,2,639,1,Rents Property,Registered,20768,1,0
22804,61965,1,715,2,Rents Property,Registered,27621,0,0
89077,39653,2,660,1,Rents Property,Registered,93296,1,0
92677,38176,3,704,1,Owns Property,Not Registered,97835,0,0
86697,49715,2,661,2,Rents Property,Registered,92700,1,0
96846,50349,3,676,1,Owns Property,Registered,98540,1,0
18449,42033,4,671,2,Owns Property,Registered,23440,0,0
19256,49155,0,616,2,Rents Property,Registered,26895,0,0
24023,31052,1,708,1,Rents Property,Registered,28953,1,0
36054,56937,1,661,3,Rents Property,Registered,42585,0,0
107286,15364,0,676,3,Owns Property,Not Registered,108473,0,0
84078,56018,0,640,2,Owns Property,Registered,87178,1,0
38179,45211,2,605,3,Rents Property,Registered,46505,0,0
22239,50538,0,514,3,Rents Property,Not Registered,25704,1,0
75103,46335,0,651,3,Rents Property,Registered,79136,1,0
-27824,32573,0,697,1,Owns Property,Registered,-23313,1,0
65608,40689,3,694,2,Owns Property,Registered,69856,1,0
13111,41150,3,692,3,Rents Property,Registered,12069,1,0
44622,41991,4,543,1,Rents Property,Registered,51125,0,0
49459,63345,2,664,1,Rents Property,Registered,55299,0,0
104392,53499,4,580,1,Owns Property,Not Registered,111127,0,0
15508,32892,2,698,2,Rents Property,Registered,21070,0,0
17274,44782,4,641,2,Owns Property,Registered,21017,0,0
81537,60929,1,740,1,Owns Property,Registered,87325,0,0
37216,37097,1,664,1,Rents Property,Registered,40966,1,0
91899,83083,3,707,1,Owns Property,Registered,97748,0,0
16057,57169,1,661,2,Owns Property,Registered,23336,1,0
27394,58732,3,667,3,Rents Property,Registered,34373,0,0
54332,51468,1,696,2,Rents Property,Registered,58823,0,0
28569,54380,0,650,1,Rents Property,Registered,30940,1,0
20077,38999,4,659,1,Owns Property,Registered,25697,0,0
15952,47596,1,685,3,Rents Property,Registered,21114,1,0
86245,46973,2,729,3,Rents Property,Not Registered,89936,1,0
82984,65728,4,603,2,Owns Property,Registered,90178,0,0
108182,73021,4,594,3,Owns Property,Registered,113590,0,0
69226,73258,4,672,1,Rents Property,Registered,75692,0,0
82623,48802,0,642,1,Rents Property,Registered,82740,0,0
45237,44646,4,684,2,Rents Property,Registered,45671,1,0
163041,52333,3,660,3,Owns Property,Registered,169336,1,0
72034,32652,0,617,3,Rents Property,Registered,78370,0,0
80088,73745,3,696,2,Rents Property,Registered,83261,0,0
75149,80541,2,682,3,Rents Property,Registered,82439,0,0
98497,12473,1,595,2,Rents Property,Registered,105876,0,0
29818,40702,0,638,1,Rents Property,Not Registered,34631,1,0
68461,20509,2,700,2,Owns Property,Not Registered,75233,1,0
65417,39873,3,669,3,Rents Property,Registered,71928,1,0
85463,51404,4,625,3,Owns Property,Not Registered,92791,0,0
115777,21810,0,729,1,Owns Property,Registered,121144,1,0
21243,63555,1,731,2,Owns Property,Registered,27189,1,0
18255,26398,4,695,2,Rents Property,Registered,24387,1,0
25527,81261,1,698,2,Rents Property,Not Registered,29045,0,0
43324,45958,1,577,2,Rents Property,Not Registered,45714,0,0
111805,64466,3,564,2,Owns Property,Not Registered,115293,1,0
112005,38849,4,617,2,Owns Property,Registered,118622,0,0
14241,53121,3,650,3,Owns Property,Registered,18138,0,1
27855,74593,0,539,1,Rents Property,Registered,29616,1,0
19141,39462,0,702,1,Owns Property,Registered,19198,0,0
49767,50837,2,741,2,Owns Property,Registered,54756,1,0
75450,57120,3,626,1,Rents Property,Not Registered,82512,0,0
20947,33287,3,680,1,Owns Property,Registered,24472,0,0
36127,24048,4,703,3,Owns Property,Registered,40837,1,0
71498,47318,0,683,1,Owns Property,Registered,75068,1,0
80278,49991,2,680,1,Owns Property,Registered,84477,1,0
8403,63339,0,709,3,Owns Property,Registered,12463,1,0
56710,69219,3,712,2,Owns Property,Not Registered,59751,0,0
25667,28879,2,643,1,Rents Property,Registered,33112,1,0
51551,37101,1,669,2,Owns Property,Registered,57544,1,0
117319,41445,0,735,3,Owns Property,Registered,119949,0,0
141051,23759,3,625,1,Owns Property,Registered,144753,1,0
17325,65549,3,676,1,Rents Property,Registered,21673,0,0
23469,67883,2,589,1,Owns Property,Registered,28592,1,0
47774,76404,3,604,3,Rents Property,Registered,53217,1,0
30016,30443,2,607,3,Owns Property,Registered,34262,0,0
35739,37137,2,633,1,Rents Property,Registered,40341,1,0
21405,48167,4,615,1,Rents Property,Registered,26929,0,0
111202,71750,0,674,2,Owns Property,Registered,115187,0,0
137251,36815,2,680,2,Owns Property,Registered,144789,1,0
145870,52605,3,610,3,Rents Property,Registered,152787,0,0
95583,46882,1,688,2,Rents Property,Registered,100163,0,0
16777,42875,4,573,2,Rents Property,Not Registered,24141,1,0
47934,53559,2,594,2,Rents Property,Registered,53851,1,0
45694,45547,0,636,1,Rents Property,Registered,51470,0,0
130021,44487,4,606,1,Rents Property,Not Registered,137912,1,0
70542,57492,2,667,2,Rents Property,Registered,77238,1,0
180156,53713,1,713,1,Owns Property,Not Registered,187176,1,0
112223,59767,4,695,1,Owns Property,Registered,114826,1,0
49900,44085,0,628,2,Owns Property,Registered,54765,1,0
58972,47714,1,633,2,Rents Property,Not Registered,62478,1,0
153220,35892,3,663,3,Owns Property,Registered,155397,0,0
63667,55032,1,648,2,Rents Property,Registered,65336,1,0
72647,54585,3,616,1,Rents Property,Not Registered,79075,1,0
108739,43702,0,683,1,Owns Property,Registered,114136,1,0
49594,60721,2,651,3,Owns Property,Registered,51670,0,0
14717,33160,1,595,2,Owns Property,Registered,19653,0,0
20152,59326,0,724,2,Owns Property,Registered,24082,1,0
20660,68053,1,660,3,Owns Property,Registered,23565,0,0
59950,49699,2,524,3,Owns Property,Registered,66374,1,0
87207,36215,4,685,2,Owns Property,Registered,91675,0,0
75987,46820,1,650,1,Rents Property,Registered,82852,1,0
72821,46863,2,637,1,Owns Property,Registered,76708,0,0
150520,45069,2,575,3,Owns Property,Registered,150865,0,0
39022,38233,4,716,1,Owns Property,Registered,44182,1,0
86275,58259,1,638,3,Owns Property,Registered,91864,1,0
18842,45793,1,533,2,Owns Property,Registered,23502,0,0
63993,55866,2,599,3,Owns Property,Not Registered,69464,1,0
105117,64076,1,652,2,Owns Property,Registered,109126,1,0
48828,44941,4,654,1,Rents Property,Not Registered,53398,1,0
40482,64891,1,616,3,Owns Property,Registered,45590,1,1
17207,23619,1,677,1,Rents Property,Registered,23920,0,0
39702,46324,3,590,2,Owns Property,Registered,44304,0,0
38681,19680,2,646,3,Rents Property,Registered,42089,0,0
60198,19418,2,658,1,Owns Property,Registered,64150,1,0
31950,12879,3,604,2,Owns Property,Not Registered,36673,1,0
60228,70863,1,701,2,Owns Property,Registered,62601,1,0
157276,37521,1,710,3,Owns Property,Registered,160343,1,0
111258,36712,4,654,3,Owns Property,Registered,116131,1,0
25684,44262,0,661,3,Owns Property,Registered,34076,0,0
30781,26618,0,692,1,Rents Property,Registered,37290,0,0
68706,60257,2,672,2,Owns Property,Registered,73468,1,0
60266,57667,3,647,3,Owns Property,Registered,63333,1,0
67933,49803,4,694,2,Owns Property,Registered,70028,0,0
54709,46566,1,735,3,Rents Property,Registered,61844,1,0
77323,41406,3,639,3,Owns Property,Registered,83897,1,0
80870,51700,4,630,3,Owns Property,Registered,86993,1,0
182650,44037,1,713,2,Owns Property,Registered,187190,0,0
106414,25170,1,618,1,Owns Property,Registered,109837,0,0
56915,58994,0,596,1,Owns Property,Registered,59393,1,0
82049,51036,1,644,3,Rents Property,Registered,87390,1,0
23886,18169,2,699,2,Owns Property,Registered,26101,0,0
66441,34909,4,734,1,Owns Property,Registered,72166,0,0
18671,32865,2,657,3,Owns Property,Registered,23628,0,0
45952,27303,3,662,3,Owns Property,Registered,50878,0,0
18286,56471,3,662,3,Owns Property,Registered,23131,0,0
7041,57674,1,646,3,Owns Property,Registered,12220,0,0
26350,45746,4,653,1,Owns Property,Not Registered,33838,0,0
68693,50566,1,682,1,Rents Property,Not Registered,73667,0,0
39158,76613,2,695,2,Owns Property,Registered,43859,1,0
15300,42323,0,756,1,Owns Property,Not Registered,20411,0,0
108885,76695,2,699,1,Owns Property,Not Registered,113167,0,0
146303,42037,4,666,3,Rents Property,Registered,148920,1,0
27373,40885,2,644,1,Owns Property,Not Registered,33432,1,0
127462,50404,1,572,2,Owns Property,Registered,128637,0,0
45654,67138,0,536,1,Owns Property,Registered,49928,1,0
132370,56776,4,614,1,Owns Property,Registered,136055,0,0
64929,44333,2,753,3,Rents Property,Registered,66968,1,0
67121,46967,4,662,3,Owns Property,Registered,74359,0,0
142493,44046,0,604,2,Owns Property,Registered,147041,0,0
17248,67719,1,665,1,Rents Property,Registered,23076,0,0
20331,42462,3,614,1,Rents Property,Registered,26384,1,0
106450,59124,0,699,1,Owns Property,Registered,111387,1,0
26901,66835,1,790,3,Rents Property,Registered,35070,0,0
9850,53345,0,641,3,Rents Property,Registered,15728,1,0
45849,68078,3,643,1,Owns Property,Registered,51562,1,0
89344,68276,3,642,1,Rents Property,Not Registered,96229,1,0
123626,31430,4,691,3,Owns Property,Not Registered,128619,0,0
21131,63177,1,599,2,Rents Property,Registered,25973,0,0
31754,77083,0,640,3,Owns Property,Registered,38441,0,0
20094,65531,3,612,2,Owns Property,Registered,24250,0,0
107466,78120,1,637,3,Rents Property,Not Registered,111405,0,0
45204,48623,3,726,1,Owns Property,Registered,48078,1,0
47316,49068,4,603,1,Owns Property,Registered,50658,0,0
11960,25050,2,714,2,Owns Property,Registered,17207,0,0
38747,46947,1,631,3,Owns Property,Registered,47716,0,0
16041,49177,3,628,3,Rents Property,Registered,19541,1,0
60944,73346,0,634,1,Owns Property,Not Registered,66248,0,0
23971,54493,4,739,1,Rents Property,Registered,29814,1,0
87970,63205,4,670,3,Owns Property,Registered,91648,0,0
17316,29681,0,581,2,Owns Property,Registered,23480,1,0
14497,57102,2,691,1,Owns Property,Registered,17196,0,0
36095,56837,4,633,1,Owns Property,Not Registered,39156,0,0
75026,53587,4,662,3,Owns Property,Registered,79679,1,0
61443,63088,1,589,3,Rents Property,Registered,64104,1,0
92256,42893,0,582,3,Owns Property,Registered,94366,1,0
36756,58083,4,661,3,Rents Property,Registered,38143,1,0
16525,48406,0,624,3,Owns Property,Not Registered,20712,0,0
19439,70705,2,640,3,Rents Property,Registered,28738,0,0
33908,42285,1,653,3,Rents Property,Registered,41034,0,0
14253,59072,4,607,1,Owns Property,Not Registered,15676,0,0
14550,63299,3,758,2,Rents Property,Not Registered,17086,1,0
52501,33969,2,731,3,Owns Property,Not Registered,56596,0,0
65087,44522,3,706,3,Owns Property,Registered,70402,0,0
108724,41195,2,697,2,Owns Property,Registered,113948,1,0
40566,69968,0,677,3,Owns Property,Not Registered,45091,1,0
85078,31489,0,636,3,Owns Property,Registered,89193,1,0
36594,42572,0,638,2,Rents Property,Registered,38458,0,0
30096,41994,3,666,2,Owns Property,Registered,33356,0,0
119960,30813,1,654,3,Owns Property,Not Registered,123565,1,0
160222,58532,4,588,2,Rents Property,Registered,161136,1,0
68547,31683,1,659,1,Owns Property,Registered,71669,0,0
52755,56632,3,601,1,Rents Property,Registered,60382,0,0
66596,63053,4,654,2,Rents Property,Registered,70963,0,0
77082,34513,0,645,1,Rents Property,Registered,82740,1,0
16558,32279,4,621,1,Owns Property,Registered,24833,0,0
94955,72497,2,616,3,Rents Property,Registered,102919,0,0
24727,72097,0,638,2,Owns Property,Registered,27383,0,0
107627,38912,1,687,1,Rents Property,Registered,113259,0,0
32527,35506,3,686,2,Rents Property,Not Registered,39229,0,0
13923,40628,2,666,1,Rents Property,Not Registered,17347,1,0
79019,55445,2,563,2,Owns Property,Registered,84931,0,0
76552,38300,4,725,1,Owns Property,Registered,81355,1,0
22653,38783,4,620,1,Owns Property,Registered,28654,1,0
45554,60285,2,703,3,Owns Property,Registered,51010,0,0
19094,35569,4,653,1,Owns Property,Not Registered,26003,1,0
90033,55374,3,634,1,Rents Property,Registered,93321,0,0
43623,45417,1,642,3,Owns Property,Registered,49115,1,0
18807,62435,2,589,3,Rents Property,Registered,27131,0,0
65339,91068,3,579,1,Rents Property,Registered,71423,1,0
19515,29442,4,610,2,Rents Property,Registered,26040,1,0
54436,41325,3,645,2,Owns Property,Registered,57240,0,0
23097,43891,2,608,2,Owns Property,Registered,24126,0,1
103697,43160,2,737,2,Owns Property,Registered,108502,0,0
20583,52516,2,581,3,Owns Property,Registered,27802,1,0
58617,59097,3,723,1,Owns Property,Registered,62880,1,0
98971,43156,1,642,1,Rents Property,Registered,103298,1,0
15764,49791,4,699,2,Owns Property,Registered,19079,1,0
28040,44695,2,639,1,Owns Property,Registered,31892,0,0
23929,31157,2,690,3,Owns Property,Registered,28372,1,0
17405,33384,4,617,2,Owns Property,Registered,24504,1,0
24370,56716,3,667,3,Owns Property,Registered,32130,0,0
104661,77799,1,562,3,Owns Property,Registered,108228,0,0
23609,48315,0,687,2,Rents Property,Not Registered,26000,0,0
42763,43294,4,699,3,Owns Property,Registered,46533,1,0
144344,40594,1,681,3,Owns Property,Registered,149312,1,0
79976,78899,2,662,1,Owns Property,Registered,85815,1,0
21747,48906,2,668,1,Owns Property,Registered,24774,1,0
24823,28655,4,650,2,Rents Property,Registered,34823,0,0
78545,54564,4,575,3,Owns Property,Registered,82831,0,0
38669,51273,2,697,2,Rents Property,Registered,43835,0,0
27953,69707,4,716,2,Rents Property,Registered,33805,1,0
24506,46093,1,739,3,Owns Property,Registered,27345,0,0
19566,44451,0,609,2,Rents Property,Registered,26750,1,0
47787,32419,0,677,2,Rents Property,Registered,56266,0,0
74031,38529,2,663,1,Owns Property,Registered,77321,1,0
22250,31554,0,650,3,Owns Property,Not Registered,28887,0,0
23438,48085,0,687,1,Rents Property,Registered,27709,0,0
59370,61382,2,728,1,Rents Property,Registered,63394,1,0
87127,34508,3,591,1,Owns Property,Registered,91885,0,0
122075,74667,4,674,1,Owns Property,Not Registered,127060,1,0
171304,74240,2,673,2,Owns Property,Registered,177018,1,0
25743,69317,0,652,1,Rents Property,Registered,32239,0,0
61973,42037,3,638,3,Owns Property,Not Registered,66412,0,0
15998,32578,4,626,1,Owns Property,Registered,20908,0,0
36328,49984,4,649,1,Owns Property,Registered,44105,0,0
82380,69495,1,627,2,Owns Property,Registered,85628,1,0
58818,75034,4,648,3,Owns Property,Registered,64676,1,0
36272,69638,2,610,3,Rents Property,Registered,38983,1,0
12839,78923,2,721,1,Owns Property,Not Registered,19259,1,0
30702,66808,3,611,2,Owns Property,Registered,35393,0,0
70561,38794,1,628,2,Owns Property,Not Registered,74745,0,0
127586,72127,1,623,2,Owns Property,Registered,129684,1,0
28237,32268,0,566,2,Owns Property,Registered,33485,0,0
81493,69439,1,665,1,Owns Property,Registered,86399,0,0
26744,43065,0,727,3,Owns Property,Registered,32844,0,0
57942,54846,1,672,1,Owns Property,Registered,60918,0,0
117955,35039,2,546,3,Owns Property,Not Registered,125741,0,0
21478,55091,0,587,2,Owns Property,Not Registered,25257,1,0
20837,64330,2,605,2,Rents Property,Registered,23936,0,0
23097,55335,1,689,3,Rents Property,Registered,29588,1,0
142869,59694,2,666,3,Owns Property,Registered,146924,1,0
43102,58435,0,719,2,Owns Property,Registered,51262,1,0
37604,48890,2,571,2,Owns Property,Registered,39707,1,0
42231,54095,4,614,2,Owns Property,Registered,46879,1,0
43690,32452,1,687,2,Owns Property,Registered,51451,1,0
41469,62273,2,646,2,Owns Property,Not Registered,46651,1,0
14283,53648,4,751,3,Rents Property,Registered,17505,0,0
34334,44425,2,655,3,Rents Property,Registered,39472,0,0
84293,34185,2,555,3,Owns Property,Registered,89133,0,0
18509,47044,2,614,2,Owns Property,Registered,25681,0,0
26031,27515,0,638,2,Rents Property,Not Registered,34516,0,0
22595,47739,2,603,3,Owns Property,Registered,27167,0,0
16901,65737,1,613,1,Rents Property,Not Registered,21402,1,0
55021,55495,3,666,1,Owns Property,Registered,59191,0,0
35578,33533,2,721,3,Owns Property,Registered,41073,1,0
30666,56035,2,667,1,Rents Property,Registered,36736,0,0
148903,49945,4,583,3,Owns Property,Registered,154543,0,0
26636,47502,1,700,3,Owns Property,Registered,28964,0,0
35797,39106,4,723,3,Owns Property,Registered,38657,1,0
69775,44547,0,675,3,Rents Property,Registered,77370,1,0
14249,45994,0,683,1,Rents Property,Registered,16661,0,0
66237,46264,1,637,3,Rents Property,Registered,70289,1,0
11977,51915,3,658,1,Owns Property,Registered,20759,0,0
21033,77689,3,731,2,Owns Property,Registered,26257,0,0
95995,68674,3,711,1,Rents Property,Registered,101222,1,0
17979,52255,4,603,2,Owns Property,Registered,22116,0,0
40790,62785,4,581,3,Owns Property,Registered,46621,1,0
90409,41391,0,660,2,Rents Property,Registered,97339,0,0
25412,32229,3,692,3,Owns Property,Registered,31218,0,0
70115,78157,4,596,2,Rents Property,Not Registered,74678,1,0
169052,48517,1,702,2,Rents Property,Registered,173358,1,0
44156,59821,2,670,3,Owns Property,Registered,49091,0,0
23145,49244,4,742,3,Rents Property,Registered,28961,1,0
59734,64733,2,634,3,Rents Property,Not Registered,60464,0,0
29203,84403,4,652,1,Rents Property,Registered,35064,0,0
25999,39841,4,719,1,Owns Property,Registered,32729,0,0
94724,59522,3,637,2,Owns Property,Registered,99251,0,0
14087,44418,2,687,1,Owns Property,Registered,17730,1,0
17413,50091,1,590,3,Owns Property,Registered,20627,0,0
17068,32466,1,723,3,Rents Property,Registered,18127,0,0
167066,47048,1,720,3,Owns Property,Registered,172080,1,0
35861,42478,1,663,3,Rents Property,Registered,41416,1,0
20334,68357,1,679,3,Rents Property,Not Registered,26974,0,0
60465,42437,0,628,3,Owns Property,Not Registered,70472,0,0
60981,49483,3,686,3,Owns Property,Registered,66161,1,0
67989,65560,1,652,2,Rents Property,Registered,75110,0,0
110718,62191,4,670,1,Owns Property,Not Registered,112491,0,0
27292,70307,2,729,1,Owns Property,Registered,31351,1,0
27644,64736,2,657,3,Rents Property,Registered,34666,1,0
19401,56594,3,726,3,Owns Property,Registered,24692,0,0
49428,48592,1,678,2,Owns Property,Not Registered,56675,1,0
34091,47124,0,712,3,Owns Property,Registered,41285,1,0
131429,50701,0,610,3,Rents Property,Registered,139839,0,0
233452,36209,1,671,2,Rents Property,Not Registered,239942,1,0
25625,44167,3,658,3,Owns Property,Registered,30337,1,0
74445,55653,2,592,3,Owns Property,Not Registered,81217,0,0
32830,27317,1,690,2,Owns Property,Registered,35858,0,0
28737,24152,2,728,3,Owns Property,Registered,37980,0,0
125477,18265,2,591,1,Owns Property,Registered,129506,1,0
74446,29649,3,624,1,Owns Property,Registered,79411,0,0
102799,45334,3,580,1,Owns Property,Registered,108403,0,0
48527,47633,3,545,3,Owns Property,Registered,54885,0,0
134271,35939,4,644,2,Rents Property,Not Registered,141745,0,0
85997,36310,2,670,2,Owns Property,Not Registered,89429,1,0
32301,33487,4,652,1,Owns Property,Registered,34941,0,0
114933,53339,1,604,2,Owns Property,Not Registered,118236,0,0
111254,45250,4,600,2,Rents Property,Not Registered,116637,0,0
45010,52364,0,611,3,Owns Property,Registered,51352,1,0
89402,44881,2,645,2,Rents Property,Registered,95632,0,0
69416,43266,2,622,3,Rents Property,Registered,75101,0,0
94078,51957,4,650,1,Owns Property,Registered,99708,0,0
14721,54170,2,784,3,Owns Property,Not Registered,21917,1,0
62108,68356,1,686,1,Rents Property,Registered,68810,1,0
143937,59497,3,680,2,Owns Property,Registered,146105,1,0
40300,74210,4,660,1,Owns Property,Registered,46219,1,0
119633,37970,2,709,3,Rents Property,Registered,125843,0,0
57794,34254,3,619,1,Rents Property,Registered,61354,1,0
31940,42505,0,617,2,Owns Property,Registered,38545,0,0
16490,60520,0,691,2,Owns Property,Registered,21384,1,0
91090,40354,4,648,2,Owns Property,Registered,97561,0,0
31126,67345,3,648,3,Owns Property,Not Registered,33543,1,0
14349,31720,0,711,3,Owns Property,Registered,17202,1,0
35444,33246,4,730,1,Owns Property,Not Registered,42453,1,0
19213,50998,4,612,1,Owns Property,Registered,25833,0,0
43872,79250,0,564,3,Rents Property,Registered,44691,1,0
114685,58391,2,607,2,Owns Property,Registered,119335,0,0
82562,59170,1,620,2,Rents Property,Registered,82750,1,0
20088,36866,2,642,3,Owns Property,Registered,29085,1,0
51590,44376,1,588,2,Rents Property,Registered,55531,1,0
113085,55450,3,682,1,Owns Property,Registered,117493,0,0
13865,23868,0,682,1,Owns Property,Registered,17414,1,0
87935,46278,4,607,1,Owns Property,Registered,92266,0,0
41220,70709,2,654,3,Owns Property,Registered,45050,0,0
13004,68378,3,721,2,Rents Property,Registered,20395,0,0
36267,82258,2,640,2,Owns Property,Not Registered,40932,0,0
57702,45391,4,728,1,Rents Property,Not Registered,61569,0,0
19333,28436,4,695,1,Rents Property,Registered,25198,1,0
15348,44129,4,645,1,Rents Property,Registered,16449,1,0
23665,52136,3,685,3,Rents Property,Registered,27422,0,0
53695,62798,3,577,1,Owns Property,Registered,58236,1,0
43835,53237,3,607,1,Owns Property,Registered,46555,1,0
100721,57233,0,622,3,Owns Property,Not Registered,106803,0,0
51109,44354,0,675,1,Owns Property,Registered,55979,0,0
91429,45066,0,686,3,Rents Property,Not Registered,97575,0,0
62335,39177,1,639,1,Owns Property,Registered,68430,1,0
25501,30520,0,683,1,Owns Property,Registered,33375,0,0
87624,43179,2,609,1,Owns Property,Registered,90685,0,0
50622,55614,2,718,3,Rents Property,Not Registered,57534,1,0
34332,58887,4,641,3,Rents Property,Registered,38273,0,0
38086,55675,0,653,3,Rents Property,Registered,43305,1,0
120924,52845,0,680,3,Owns Property,Registered,126839,1,0
58325,43740,4,613,3,Owns Property,Registered,65478,0,0
33261,72638,1,642,2,Rents Property,Registered,38427,1,0
15531,52488,2,591,2,Owns Property,Registered,22425,0,0
46705,47217,0,698,3,Rents Property,Registered,54614,1,0
18755,61447,3,593,2,Owns Property,Registered,23024,0,0
134981,73153,4,697,2,Rents Property,Registered,139417,1,0
60256,62724,2,683,2,Rents Property,Registered,63623,1,0
2973,62232,2,674,2,Owns Property,Registered,6914,0,0
27450,45316,1,659,3,Owns Property,Not Registered,32919,1,0
27342,74755,4,645,3,Owns Property,Registered,32052,0,0
29044,70946,2,603,1,Rents Property,Registered,33673,0,0
122609,52379,0,644,1,Rents Property,Registered,128235,1,0
87432,50432,2,693,2,Owns Property,Registered,92003,0,0
194721,61706,2,664,1,Owns Property,Registered,196907,0,0
85603,51098,3,607,3,Rents Property,Registered,88858,1,0
102423,79236,2,613,1,Rents Property,Registered,108213,0,0
91468,71043,3,600,1,Owns Property,Not Registered,97060,0,0
149459,43772,4,700,2,Owns Property,Not Registered,152779,1,0
79691,47293,3,652,2,Owns Property,Registered,83423,1,0
88753,32768,2,669,2,Rents Property,Registered,92368,0,0
94178,74602,2,667,3,Owns Property,Registered,98537,1,0
18289,60469,3,574,1,Rents Property,Registered,25066,1,0
35989,28600,1,685,3,Rents Property,Registered,44173,0,0
64592,43278,2,557,1,Rents Property,Registered,70082,0,0
54116,28798,3,690,1,Rents Property,Registered,62144,0,0
108402,53464,1,670,3,Owns Property,Registered,112686,1,0
60547,42806,4,639,2,Rents Property,Registered,66262,0,0
33659,45056,2,595,3,Owns Property,Not Registered,38203,1,0
23312,70417,4,623,2,Owns Property,Registered,29686,0,0
20037,54408,3,661,2,Rents Property,Registered,26741,0,0
22321,54104,3,652,2,Owns Property,Registered,26203,0,0
40800,44761,3,690,1,Rents Property,Not Registered,47996,1,0
85552,49620,1,630,2,Owns Property,Registered,89508,1,0
14489,57988,2,568,1,Owns Property,Registered,17260,1,0
21419,73738,1,655,1,Owns Property,Not Registered,28583,1,0
77692,53160,4,706,1,Rents Property,Registered,83362,0,0
118292,43247,1,788,2,Rents Property,Not Registered,123619,1,0
26288,54328,2,747,2,Owns Property,Registered,31923,0,0
51095,51723,4,738,1,Owns Property,Not Registered,55447,0,0
27859,92598,1,583,2,Owns Property,Registered,34077,1,0
21384,46797,3,567,2,Owns Property,Registered,23867,0,0
65896,52878,1,691,1,Owns Property,Registered,74762,0,0
98558,61708,1,703,1,Rents Property,Registered,101805,1,0
12531,54295,3,604,1,Rents Property,Registered,15285,1,0
123838,66320,2,674,1,Owns Property,Registered,130128,1,0
107867,52333,3,623,2,Owns Property,Registered,110973,0,0
90594,45078,3,732,3,Owns Property,Not Registered,97396,0,0
16527,57636,2,641,2,Owns Property,Registered,22971,1,0
86520,55369,0,608,1,Owns Property,Registered,89268,1,0
168521,61187,1,654,2,Owns Property,Registered,173318,1,0
63818,43660,3,687,2,Owns Property,Not Registered,71899,0,0
79767,59700,2,692,3,Owns Property,Registered,83799,1,0
46785,70751,2,635,3,Owns Property,Registered,50307,0,0
20313,25502,0,605,3,Owns Property,Registered,25078,0,0
13019,51089,4,680,1,Rents Property,Not Registered,19063,1,0
58194,38730,1,672,3,Owns Property,Registered,62249,1,0
137939,63372,2,653,2,Rents Property,Not Registered,141423,0,0
115201,51582,0,661,1,Owns Property,Registered,121594,1,0
115526,40868,1,636,1,Rents Property,Not Registered,124401,0,0
82544,42922,0,692,1,Rents Property,Registered,87537,1,0
14114,76599,4,568,3,Rents Property,Registered,17916,0,0
86816,47933,3,689,1,Owns Property,Registered,91306,0,0
25801,50971,1,632,1,Rents Property,Not Registered,27767,0,0
14015,56383,2,699,2,Owns Property,Registered,18929,1,0
65752,35764,3,718,3,Owns Property,Registered,71835,0,0
61153,64486,2,708,3,Owns Property,Registered,64896,0,0
14299,33010,3,638,1,Rents Property,Registered,16076,1,0
53529,61646,0,743,2,Rents Property,Registered,60349,0,0
154644,40623,2,622,2,Owns Property,Registered,156618,0,0
9712,49909,4,655,1,Rents Property,Registered,14280,0,0
142246,66240,3,659,3,Owns Property,Registered,150351,0,0
